expire_at,lap,meta_event,meta_session,meta_source,meta_time,original_vehicle_id,outing,timestamp,vehicle_id,vehicle_number
,3,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.927Z,GR86-002-000,0,2025-09-06T18:40:41.776Z,GR86-002-000,0
,4,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:42:28.189Z,GR86-002-000,0,2025-09-06T18:42:25.505Z,GR86-002-000,0
,5,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:44:42.583Z,GR86-002-000,0,2025-09-06T18:44:41.001Z,GR86-002-000,0
,6,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:46:44.358Z,GR86-002-000,0,2025-09-06T18:46:42.663Z,GR86-002-000,0
,7,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:48:22.301Z,GR86-002-000,0,2025-09-06T18:48:21.404Z,GR86-002-000,0
,8,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:50:01.292Z,GR86-002-000,0,2025-09-06T18:49:59.667Z,GR86-002-000,0
,9,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:51:42.817Z,GR86-002-000,0,2025-09-06T18:51:38.082Z,GR86-002-000,0
,10,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:53:48.034Z,GR86-002-000,0,2025-09-06T18:53:16.606Z,GR86-002-000,0
,11,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:54:55.677Z,GR86-002-000,0,2025-09-06T18:54:55.378Z,GR86-002-000,0
,12,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:56:36.361Z,GR86-002-000,0,2025-09-06T18:56:34.777Z,GR86-002-000,0
,13,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:58:15.351Z,GR86-002-000,0,2025-09-06T18:58:13.957Z,GR86-002-000,0
,14,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:59:52.823Z,GR86-002-000,0,2025-09-06T18:59:52.580Z,GR86-002-000,0
,15,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:01:34.320Z,GR86-002-000,0,2025-09-06T19:01:31.119Z,GR86-002-000,0
,16,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:03:09.911Z,GR86-002-000,0,2025-09-06T19:03:09.709Z,GR86-002-000,0
,17,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:04:51.106Z,GR86-002-000,0,2025-09-06T19:04:47.998Z,GR86-002-000,0
,18,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:06:27.257Z,GR86-002-000,0,2025-09-06T19:06:26.713Z,GR86-002-000,0
,19,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:08:06.443Z,GR86-002-000,0,2025-09-06T19:08:05.384Z,GR86-002-000,0
,20,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:09:46.584Z,GR86-002-000,0,2025-09-06T19:09:43.810Z,GR86-002-000,0
,21,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:11:22.885Z,GR86-002-000,0,2025-09-06T19:11:22.283Z,GR86-002-000,0
,22,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:13:04.812Z,GR86-002-000,0,2025-09-06T19:13:00.728Z,GR86-002-000,0
,23,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:14:40.264Z,GR86-002-000,0,2025-09-06T19:14:39.072Z,GR86-002-000,0
,24,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:16:18.563Z,GR86-002-000,0,2025-09-06T19:16:17.495Z,GR86-002-000,0
,25,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:17:57.809Z,GR86-002-000,0,2025-09-06T19:17:56.074Z,GR86-002-000,0
,26,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:19:35.363Z,GR86-002-000,0,2025-09-06T19:19:34.696Z,GR86-002-000,0
,27,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:21:13.887Z,GR86-002-000,0,2025-09-06T19:21:13.467Z,GR86-002-000,0
,28,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:22:54.263Z,GR86-002-000,0,2025-09-06T19:22:52.266Z,GR86-002-000,0
,29,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:24:32.794Z,GR86-002-000,0,2025-09-06T19:24:31.471Z,GR86-002-000,0
,3,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:49.987Z,GR86-004-78,0,2025-09-06T18:40:43.603Z,GR86-004-78,78
,4,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:42:36.469Z,GR86-004-78,0,2025-09-06T18:42:36.169Z,GR86-004-78,78
,5,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:44:50.249Z,GR86-004-78,0,2025-09-06T18:44:49.851Z,GR86-004-78,78
,6,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:46:53.780Z,GR86-004-78,0,2025-09-06T18:46:47.980Z,GR86-004-78,78
,7,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:48:30.412Z,GR86-004-78,0,2025-09-06T18:48:29.996Z,GR86-004-78,78
,8,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:50:11.173Z,GR86-004-78,0,2025-09-06T18:50:10.677Z,GR86-004-78,78
,9,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:51:52.304Z,GR86-004-78,0,2025-09-06T18:51:51.056Z,GR86-004-78,78
,10,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:53:53.829Z,GR86-004-78,0,2025-09-06T18:53:31.274Z,GR86-004-78,78
